ID	tweet	Affect Dimension	Intensity Score
2017-En-11289	this anger inside i turned to fuel,i burned and watched myself spin down,like inferno types ,	anger	0.688
2017-En-10276	@danrather what [Name] says doesn't matter. the fact they came w / psycho [Name] is by far more of an affront.	anger	0.562
2017-En-11301	dear @tfl please tell your bus drivers if obstruction on their side don't just pull out to oncoming traffic causing vehs to swerve #fuming 😡	anger	0.750
2017-En-10047	still can't log into my fucking snapchat #snapchat	anger	0.771
2017-En-10350	#disgracefulesin i resent all men in some way ; for some or no reason at all. #esinscountdown	anger	0.521
2017-En-11233	@summar_rose @turehndebushra @_taaz_mania @fxla_ summar one more insult from you and you're gone idc if you're my dad	anger	0.667
2017-En-11202	@ulsterwillfight @vanguardbears looks like a rabid pack of inbreds.	anger	0.562
2017-En-10266	i wonder what american city will be next to protest about police shootings. who's next? smh. #whenwillitstop #howmanymoretimes	anger	0.562
2017-En-10202	@bigbrother__usa they is just jealous and a cry baby! #bitter #gladsheisgone #crybaby	anger	0.571
2017-En-10119	@xemitsellsmagic add tracking but resent them	anger	0.688
2017-En-10621	people often grudge others what they cannot enjoy themselves.	anger	0.396
2017-En-11696	@ggreenwald what if the supposed animosity is all bullshit to con the iranians?	anger	0.646
2017-En-11310	@bell @bell_support cancelling home fibe,internet and tv this afternoon - as soon as i can arrange alternate internet. 2/2 #angry #fedup	anger	0.484
2017-En-10497	well @aprildryan trump's rabid base needs 2 hear this & u can always find an overseer like [Name] to say it. \ n @joyannreid @smshow @frangeladuo	anger	0.458
2017-En-10780	@leener00 @libbyfloyd1 @g_eazy my snap is andriaprebles ❤ ️	anger	0.271
2017-En-10081	so my indian uber driver just called someone the n word. if i wasn't in a moving vehicle i'd have jumped out #disgusted #offended	anger	0.729
2017-En-10082	the liberal outrage over [Name] [Name] saying the n-word really angers me. the white yuppie progressives can go fuck themselves,shame on blacks	anger	0.863
2017-En-10667	@pugglelover3691 some of those haters are just taught hate and not shown love. there is a good quote that goes to your comment tiff,treat	anger	0.375
2017-En-10984	@agirlhasno_name @mdlmurray shot by black police woman typical looney toon thinking. #hillary #divide #anger #chaos	anger	0.648
2017-En-10302	espn just assumed i wanted their free magazines #offended	anger	0.542
2017-En-11034	weak people revenge. strong people forgive. intelligent people ignore.	anger	0.271
2017-En-11574	@matt_lat fuming ain't the word	anger	0.646
2017-En-11446	@kruzer you're not stealing my girl,i've solo'd [Name] end flawlessly. do not try or face the wrath of the machine 😤	anger	0.458
2017-En-10051	people fuckin irritate me	anger	0.750
2017-En-11431	i freaking hate working with #word on my phone #rage #write #writing #writerslife #writerproblems #writer	anger	0.663
2017-En-11472	@saraluvvxxx: whaaaat?!? oh [Name] no. i was jealous because you got paid to fuck,but this is a whole new level. #anger #love #conflicted 😬	anger	0.792
2017-En-10210	ever put your fist through your laptops screen? if so its time for a new one lmao #hp	anger	0.625
2017-En-10819	thursdays at 6pm vespers & meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen	anger	0.208
2017-En-10619	i resent biting my tongue.	anger	0.396
2017-En-11670	@huffingtonpost huff i know your pro-hillary and so is cnn and msnbc,but they made no mention of this,this statement would be gold for em	anger	0.479
2017-En-10387	#epipen: when public outrage occurs,expand #pap patient assistance progrm,coupons,rebates. @gopoversight @oversightdems on #mylan #epipen	anger	0.500
2017-En-10954	they gonna give this kkk police bitch the minimum sentence.. just wattch #angry	anger	0.877
2017-En-11255	@takumasgirl i fell and heard a snap hffffhj	anger	0.271
2017-En-11068	@shonna_ludi @_braaaat_ 😂 😂 😭 😭 😭 resentment	anger	0.438
2017-En-10384	@siobhansynnot oh,good [Name]. [Name] [Name] is doing one of their ' comedy ' turns. #angry @bbcthisweek @afneil #bbctw	anger	0.500
2017-En-10620	you can't fight the elephants until you have wrestled the pigs. #quoteoftheday	anger	0.396
2017-En-10207	can't believe i've only got 2 days off left 🙄 #backtoreality #raging	anger	0.625
2017-En-40338	that ak47 leave your spine with a frown	anger	0.521
2017-En-10045	i feel furious	anger	0.771
2017-En-11440	i love when people say they aren't racist right before they say some racist shit... not how that works...	anger	0.583
2017-En-41074	@loueezecee i don't know how much more of that bloody pout i can take!!	anger	0.625
2017-En-11666	will i offend you \ nif i am truthful but kind \ nor will you see why? \ n @baffled #haikuchallenge	anger	0.417
2017-En-40285	come on let's make em hate 😘 make em pout they face 👿 😩.	anger	0.521
2017-En-31106	not by wrath does one kill,but by laughter. [Name] [Name] #friedrichnietzsche	anger	0.292
2017-En-10288	luv seeing a man with a scowl on their face walking with a protein shaker clenching their fists. i immediately stop n suck their dick	anger	0.562
2017-En-11629	not near my kitchen so unfortunately i cannot do a cooking snap series 🍳	anger	0.333
2017-En-11592	you boys dint know the game am i the game... life after death... better chose and know who side you on before my wrath does come upon us 😤 😤 😤	anger	0.521
2017-En-11542	i'm not use to getting up early asf this shit goin irritate me.	anger	0.708
2017-En-10800	testing	anger	0.250
2017-En-11370	[Name] on allume madden	anger	0.312
2017-En-10952	@emilsonwheels i'm furious 😩 😩 😩	anger	0.708
2017-En-10694	asian tiger #mosquitoes are so relentless. more aggressive than the kind i dealt w / as a kid.	anger	0.354
2017-En-10871	sorry guys i have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.	anger	0.202
2017-En-10535	the best #revenge is to move on,get over it,and continue to #succeed. never give someone the #satisfaction of watching you #suffer...!!!	anger	0.438
2017-En-10994	a guy was raging so hard during a [Name] league game,when i beat them they started crying and i was laughing so hard lol	anger	0.333
2017-En-10524	that feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.	anger	0.438
2017-En-10005	my blood is boiling	anger	0.875
2017-En-11474	@bitchesthecat look at those teef!	anger	0.396
2017-En-10669	that is at least the 3rd time the balls been burst in our games	anger	0.375
2017-En-10172	dear future big brother players,just chase dick all season and you too can win 500,00 dollars and an sti #bb18 #bitter	anger	0.646
2017-En-11025	repeal / remove the ' [Name] amendment '. it is a direct affront to the first amendment of the constitution.	anger	0.438
2017-En-11517	@lizombi there's a difference though. a grudge cab be tamed. feeling uncomfortable is pure emotion,you can't really control it.	anger	0.500
2017-En-10217	@mannym83 @daretoreagan oh yeah. i hate the air raid and i don't like the oregon / baylor offense and i'm not a fan of the ole miss one either	anger	0.468
2017-En-10641	you are an angry glass of vodka	anger	0.375
2017-En-10818	@wwe is the live event [Name] [Name] [Name] 2 this saturday on the wwe network? if not it needs to be! :) #wwe @randyorton @heymanhustle	anger	0.208
2017-En-11582	#donking lion of #black community speaks truth to power of @potus insult ' black vote is given away cavalierly... playing by ( @thedemocrats ) '	anger	0.438
2017-En-11656	@kclarksc2 @johamassc2 with their faggy colors are nice ' is ok too. even tho some might take offense because words lol.	anger	0.295
2017-En-10218	@askps_uk not received verification email,asked for it to be resent 5 times still nothing.	anger	0.604
2017-En-10668	nor [Name] a fury like a woman scorned - - [Name] congreve	anger	0.375
2017-En-11536	@russellhartness @mariners @bluejays: wrongdoing! grrr. after the fact,i know,but emailing displeasure now anyway.	anger	0.604
2017-En-10896	@leonwobyp b * * * er off. ncfc is a grudge match :)	anger	0.542
2017-En-10133	@churdallan fucked my coupon that goal!	anger	0.667
2017-En-11330	@jonnyp_43 @medicnow like going to a so called cardiac arrest that turned out to be a cut finger! #medchat	anger	0.542
2017-En-10022	i got a no response again from an #irate customer of #amazon 😞 😞 \ nwhy can't they understand that it's not always amazon fault.. \ n #carrierfault	anger	0.812
2017-En-10098	i wonder what american city will be next to protest about police shootings. who's next? smh. #whenwillitstop #angry #howmanymoretimes	anger	0.708
2017-En-11625	you ever just be really irritated with someone u love it's like [Name] damn ur makin me angry but i love u so i forgive u but i'm angry	anger	0.667
2017-En-10696	@lonelygoomba i wouldn't bring this up if i were you. it's a very touchy subject. and people get way to offended these days	anger	0.328
2017-En-40614	i wanna see you smile i don't wanna see you make a frown	anger	0.250
2017-En-10364	leave it on there,rule,nimber 1 of carpet cleaning!!! #worsethananatomicbomb #accidentlyspillbeeronthecarpet	anger	0.521
2017-En-10010	im so mad about power rangers. im incensed. im furious.	anger	0.667
2017-En-10334	i'm not used to pretty girls that use curse words to express their anger. i just feel like i'm a little bit surprised and turned off as well	anger	0.542
2017-En-11673	[Name] mixing it up pretty well.. using that slider pretty affective so far #thebabybombers #yankees	anger	0.214
2017-En-10489	i wonder what would happen if i were to tell some people the truth #savage #uhoh	anger	0.458
2017-En-11049	— self-hatred gives rise to fury,fury to the desire for self-change.	anger	0.458
2017-En-11081	@colinoccupantz @jasnabadzak @proremain and there was i thinking #ukip were a party of angry old men - how wrong can you be!	anger	0.583
2017-En-11033	and to discriminate only generates hate \ nand when you hate then you're bound to get irate ,	anger	0.562
2017-En-10104	@kingvee_ don't provoke me to anger	anger	0.708
2017-En-10798	it's easy to hold a grudge harder to let go.	anger	0.295
2017-En-10918	eat my ass ' is no longer an insult	anger	0.438
2017-En-11253	@magicalmunicorn may i suggest,that you have a meal that is made with beans,onions & garlic,the day before class.	anger	0.417
2017-En-11164	pride and prejudice is a modern day keeping up with the kardashians ' - @howsyourdaybin... i've never been so offended in my life	anger	0.685
2017-En-10891	@komal_sidhnani true... \ nthey r burning with other's pleasure! \ nppl in true love happiness everywhere _ 😃	anger	0.312
2017-En-10031	@vodafoneukhelp @vodafoneuk wow!! my bill is £ 44.77 and hav a text from u to prove that and you have taken £ 148!!! #swines #fuming #con!	anger	0.792
2017-En-11181	defination of a best friends..!!! \ n \ na person who opens their mouth just to #insult yu..!! :D :D :D	anger	0.386
2017-En-11380	@veygraphics i had to unfollow,they got trolled by trolls. their revenge trolling just caused a lot of collateral damage.	anger	0.479
2017-En-10483	are belittling kitty straight a service? provoke lift aboard!: wycelv	anger	0.458
2017-En-10058	@fitnessfirstau something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay	anger	0.750
2017-En-11349	@lyssababe615 \ nif this room was burning 🔥	anger	0.500
2017-En-10262	@alicehouston18 sorry i'm just angry my drone flew away	anger	0.583
2017-En-10724	@tdsnation i watch all your videos but i like madden better!	anger	0.333
2017-En-11334	your outrage ( your tweets,your jokes,your attention ) is * exactly * what m * [Name] wants \ n \ n ( this is not meant as a defense )	anger	0.438
2017-En-11459	why are people even debating on race inequality within our justice system like it's non existent? they're just trying to aggravate us.	anger	0.760
2017-En-40583	- - used as a pawn in this red woman's game ] for now,try not to fret and act as if nothing is amiss. this is a royal - - @theladyofglenco	anger	0.438
